t_ms,x_mm,y_mm,theta_rad,lap
6480,3780.98,-3928.91,-3.5381,1
6490,3740.97,-3914.25,-3.5227,1
6500,3701.09,-3899.29,-3.527,1
6510,3661.86,-3882.71,-3.5473,1
6520,3623.45,-3864.28,-3.5709,1
6530,3585.5,-3844.88,-3.5839,1
6540,3547.4,-3825.8,-3.5795,1
6550,3508.64,-3808.14,-3.5608,1
6560,3469.14,-3792.27,-3.5382,1
6570,3429.22,-3777.39,-3.5277,1
6580,3390.03,-3762.18,-3.5412,1
6590,3352.05,-3745.64,-3.5683,1
6600,3315.31,-3727.19,-3.6022,1
6610,3279.86,-3707.57,-3.624,1
6620,3245.25,-3687.66,-3.632,1
6630,3210.71,-3668.25,-3.6271,1
6640,3176.17,-3650.21,-3.6118,1
6650,3141.27,-3633.65,-3.5926,1
6660,3106.14,-3618.33,-3.5766,1
6670,3071.39,-3603.78,-3.5692,1
6680,3037.04,-3589.15,-3.5723,1
6690,3003.66,-3573.99,-3.5843,1
6700,2971.13,-3557.86,-3.6009,1
6710,2939.43,-3540.85,-3.617,1
6720,2908.7,-3523.5,-3.628,1
6730,2878.5,-3505.93,-3.6373,1
6740,2848.61,-3488.51,-3.6425,1
6750,2818.85,-3471.63,-3.641,1
6760,2789.08,-3455.5,-3.636,1
6770,2759.34,-3440.17,-3.6306,1
6780,2729.98,-3425.66,-3.6241,1
6790,2700.78,-3411.72,-3.6175,1
6800,2671.92,-3397.95,-3.6174,1
6810,2643.59,-3384.01,-3.6234,1
6820,2615.9,-3369.65,-3.6339,1
6830,2588.95,-3354.76,-3.647,1
6840,2562.79,-3339.36,-3.6606,1
6850,2537.28,-3323.61,-3.6716,1
6860,2512.34,-3307.75,-3.6779,1
6870,2487.79,-3292.08,-3.6787,1
6880,2463.46,-3276.87,-3.6739,1
6890,2439.21,-3262.36,-3.6641,1
6900,2414.98,-3248.72,-3.6509,1
6910,2390.76,-3235.96,-3.637,1
6920,2366.65,-3223.97,-3.6254,1
6930,2342.8,-3212.53,-3.618,1
6940,2319.34,-3201.39,-3.6156,1
6950,2296.23,-3190.57,-3.6069,1
6960,2273.66,-3179.83,-3.6037,1
6970,2252.15,-3169.25,-3.6039,1
6980,2231.24,-3158.6,-3.6051,1
6990,2210.94,-3147.95,-3.6049,1
7000,2191.03,-3137.71,-3.5891,1
7010,2170.98,-3128.07,-3.5585,1
7020,2150.57,-3119.24,-3.5213,1
7030,2129.73,-3111.49,-3.4788,1
7040,2109.0,-3105.09,-3.4336,1
7050,2088.47,-3100.09,-3.3869,1
7060,2068.24,-3096.56,-3.3329,1
7070,2047.42,-3094.08,-3.2878,1
7080,2026.1,-3092.47,-3.2488,1
7090,2004.86,-3091.47,-3.2167,1
7100,1984.21,-3090.89,-3.1904,1
7110,1964.16,-3090.65,-3.1625,1
7120,1943.68,-3090.53,-3.1433,1
7130,1922.74,-3090.54,-3.123,1
7140,1901.4,-3090.86,-3.0999,1
7150,1879.9,-3091.68,-3.0722,1
7160,1859.02,-3093.23,-3.0381,1
7170,1838.42,-3095.9,-2.9901,1
7180,1817.62,-3099.84,-2.9434,1
7190,1796.69,-3105.17,-2.8955,1
7200,1776.38,-3111.64,-2.8493,1
7210,1756.98,-3118.96,-2.8059,1
7220,1738.56,-3127.02,-2.7603,1
7230,1720.01,-3135.86,-2.7263,1
7240,1701.29,-3145.31,-2.6981,1
7250,1682.29,-3155.19,-2.675,1
7260,1663.08,-3165.37,-2.6548,1
7270,1644.45,-3175.4,-2.6345,1
7280,1626.5,-3185.45,-2.6067,1
7290,1608.38,-3196.09,-2.5796,1
7300,1590.28,-3207.55,-2.5464,1
7310,1572.36,-3220.03,-2.5082,1
7320,1555.42,-3233.2,-2.4658,1
7330,1539.81,-3247.07,-2.4136,1
7340,1525.51,-3261.46,-2.365,1
7350,1511.78,-3276.97,-2.3184,1
7360,1498.56,-3293.46,-2.2772,1
7370,1486.07,-3310.2,-2.2428,1
7380,1474.31,-3326.76,-2.2142,1
7390,1462.65,-3343.9,-2.1848,1
7400,1450.89,-3361.49,-2.164,1
7410,1439.01,-3379.47,-2.1439,1
7420,1427.43,-3397.42,-2.1224,1
7430,1416.46,-3415.07,-2.0971,1
7440,1406.43,-3432.58,-2.0592,1
7450,1396.95,-3450.89,-2.021,1
7460,1388.29,-3470.05,-1.9774,1
7470,1380.62,-3490.08,-1.9311,1
7480,1374.17,-3510.53,-1.8845,1
7490,1369.05,-3530.73,-1.839,1
7500,1365.23,-3550.62,-1.7901,1
7510,1362.16,-3571.07,-1.7516,1
7520,1359.61,-3592.01,-1.7197,1
7530,1357.39,-3613.43,-1.6939,1
7540,1355.38,-3634.94,-1.6719,1
7550,1353.65,-3655.89,-1.6469,1
7560,1352.15,-3676.28,-1.6254,1
7570,1350.93,-3697.1,-1.6016,1
7580,1350.21,-3718.79,-1.5726,1
7590,1350.29,-3740.16,-1.5385,1
7600,1351.33,-3760.89,-1.4992,1
7610,1353.61,-3780.89,-1.4478,1
7620,1357.25,-3801.15,-1.398,1
7630,1362.22,-3821.56,-1.3492,1
7640,1368.41,-3842.09,-1.3048,1
7650,1375.31,-3861.86,-1.2662,1
7660,1382.66,-3880.85,-1.2307,1
7670,1390.59,-3900.05,-1.2015,1
7680,1398.89,-3919.55,-1.18,1
7690,1407.46,-3939.38,-1.1606,1
7700,1416.15,-3959.2,-1.1409,1
7710,1424.84,-3978.37,-1.1181,1
7720,1433.89,-3996.72,-1.0821,1
7730,1443.84,-4015.08,-1.0445,1
7740,1455.07,-4033.55,-1.0019,1
7750,1467.17,-4051.12,-0.9563,1
7760,1479.95,-4067.48,-0.9087,1
7770,1493.36,-4082.49,-0.8563,1
7780,1507.91,-4097.03,-0.8106,1
7790,1523.41,-4111.18,-0.7709,1
7800,1539.7,-4125.09,-0.737,1
7810,1556.41,-4138.79,-0.7089,1
7820,1572.83,-4151.92,-0.6856,1
7830,1588.91,-4164.47,-0.6574,1
7840,1605.82,-4177.38,-0.6328,1
7850,1623.32,-4190.2,-0.6025,1
7860,1641.05,-4202.24,-0.5642,1
7870,1658.96,-4212.89,-0.5114,1
7880,1677.4,-4222.2,-0.4562,1
7890,1696.88,-4230.26,-0.3973,1
7900,1717.31,-4237.0,-0.3392,1
7910,1737.87,-4242.4,-0.2867,1
7920,1758.62,-4246.76,-0.2374,1
7930,1779.85,-4250.7,-0.2025,1
7940,1800.97,-4254.35,-0.1736,1
7950,1821.55,-4257.69,-0.1452,1
7960,1842.05,-4260.45,-0.1055,1
7970,1863.09,-4262.4,-0.0615,1
7980,1885.0,-4263.02,-0.0061,1
7990,1907.24,-4261.84,0.0578,1
8000,1930.12,-4259.07,0.106,1
8010,1953.27,-4255.36,0.1316,1
8020,1977.08,-4251.1,0.146,1
8030,2001.27,-4246.96,0.1483,1
8040,2026.3,-4243.52,0.1332,1
8050,2051.78,-4241.01,0.1138,1
8060,2078.04,-4239.69,0.0794,1
8070,2104.67,-4239.12,0.052,1
8080,2131.96,-4238.71,0.0362,1
8090,2159.55,-4238.05,0.0282,1
8100,2187.74,-4236.5,0.041,1
8110,2216.21,-4234.14,0.0544,1
8120,2245.31,-4232.17,0.0362,1
8130,2274.67,-4231.54,-0.0002,1
8140,2304.02,-4232.73,-0.0449,1
8150,2333.24,-4235.85,-0.0912,1
8160,2362.94,-4239.99,-0.1104,1
8170,2392.94,-4244.34,-0.113,1
8180,2423.21,-4248.78,-0.125,1
8190,2453.51,-4252.92,-0.1325,1
8200,2483.86,-4256.65,-0.1387,1
8210,2514.22,-4260.39,-0.151,1
8220,2544.55,-4264.07,-0.1515,1
8230,2574.38,-4268.29,-0.1612,1
8240,2603.11,-4274.09,-0.2029,1
8250,2631.41,-4281.64,-0.2466,1
8260,2659.28,-4290.64,-0.2848,1
8270,2686.87,-4300.54,-0.3135,1
8280,2714.75,-4310.51,-0.3172,1
8290,2743.17,-4319.84,-0.3044,1
8300,2772.31,-4328.61,-0.295,1
8310,2801.13,-4336.98,-0.3013,1
8320,2829.95,-4345.37,-0.3118,1
8330,2858.65,-4354.15,-0.3287,1
8340,2887.11,-4363.72,-0.3522,1
8350,2915.22,-4374.28,-0.3771,1
8360,2943.59,-4385.77,-0.39,1
8370,2971.9,-4398.14,-0.4035,1
8380,2999.72,-4411.33,-0.4221,1
8390,3026.74,-4425.2,-0.4466,1
8400,3053.41,-4439.68,-0.4658,1
8410,3079.92,-4454.5,-0.4798,1
8420,3106.36,-4469.4,-0.4891,1
8430,3132.8,-4484.21,-0.4952,1
8440,3158.99,-4498.65,-0.4992,1
8450,3185.13,-4512.28,-0.4887,1
8460,3211.17,-4525.18,-0.4778,1
8470,3237.03,-4537.47,-0.4697,1
8480,3262.5,-4549.6,-0.4752,1
8490,3287.39,-4561.93,-0.4904,1
8500,3311.98,-4574.84,-0.5102,1
8510,3335.73,-4588.27,-0.5344,1
8520,3358.56,-4602.39,-0.562,1
8530,3380.39,-4617.18,-0.5912,1
8540,3401.26,-4632.53,-0.619,1
8550,3421.45,-4647.98,-0.6281,1
8560,3441.09,-4663.33,-0.6337,1
8570,3460.3,-4678.41,-0.6347,1
8580,3479.3,-4692.93,-0.6247,1
8590,3498.2,-4706.72,-0.6099,1
8600,3517.01,-4719.68,-0.5928,1
8610,3535.75,-4731.77,-0.5744,1
8620,3554.83,-4743.3,-0.5557,1
8630,3573.75,-4754.03,-0.5383,1
8640,3592.61,-4763.62,-0.4993,1
8650,3611.28,-4772.25,-0.4643,1
8660,3629.62,-4780.13,-0.4343,1
8670,3647.51,-4787.43,-0.4087,1
8680,3664.86,-4794.26,-0.3863,1
8690,3681.68,-4800.7,-0.3635,1
8700,3697.99,-4806.46,-0.3269,1
8710,3714.84,-4812.2,-0.3055,1
8720,3732.24,-4817.8,-0.2815,1
8730,3749.93,-4822.98,-0.2537,1
8740,3767.13,-4827.39,-0.221,1
8750,3784.49,-4831.02,-0.1827,1
8760,3801.35,-4833.3,-0.1214,1
8770,3818.82,-4834.68,-0.0771,1
8780,3836.85,-4835.08,-0.0328,1
8790,3855.34,-4834.51,0.0108,1
8800,3874.26,-4833.0,0.0518,1
8810,3892.89,-4830.64,0.0942,1
8820,3910.76,-4827.65,0.1362,1
8830,3929.04,-4824.23,0.1605,1
8840,3947.72,-4820.52,0.1811,1
8850,3965.96,-4816.75,0.1997,1
8860,3983.51,-4813.01,0.2181,1
8870,4001.01,-4809.05,0.2419,1
8880,4017.69,-4804.72,0.2808,1
8890,4034.74,-4799.86,0.309,1
8900,4052.11,-4794.27,0.3417,1
8910,4069.67,-4787.78,0.3796,1
8920,4087.28,-4780.2,0.4224,1
8930,4104.14,-4771.5,0.4808,1
8940,4120.16,-4761.82,0.5352,1
8950,4135.96,-4750.94,0.582,1
8960,4151.19,-4739.25,0.6258,1
8970,4165.4,-4727.36,0.6649,1
8980,4178.67,-4715.42,0.7047,1
8990,4191.03,-4703.56,0.7459,1
9000,4203.98,-4690.87,0.7708,1
9010,4217.14,-4677.7,0.7952,1
9020,4230.28,-4664.2,0.8227,1
9030,4242.35,-4650.59,0.8755,1
9040,4254.13,-4636.1,0.919,1
9050,4265.3,-4620.49,0.9714,1
9060,4274.93,-4604.65,1.0306,1
9070,4282.91,-4588.68,1.0972,1
9080,4289.38,-4572.25,1.1708,1
9090,4295.02,-4554.98,1.2244,1
9100,4300.03,-4537.04,1.2691,1
9110,4304.49,-4519.36,1.3074,1
9120,4308.74,-4501.13,1.3421,1
9130,4313.06,-4482.45,1.3615,1
9140,4317.31,-4462.83,1.3878,1
9150,4320.91,-4442.62,1.4252,1
9160,4324.09,-4421.49,1.4402,1
9170,4326.54,-4399.87,1.4587,1
9180,4328.1,-4377.35,1.483,1
9190,4328.59,-4354.38,1.5197,1
9200,4328.53,-4330.64,1.5443,1
9210,4328.47,-4306.19,1.5564,1
9220,4329.03,-4281.37,1.5521,1
9230,4330.51,-4255.88,1.534,1
9240,4332.51,-4230.09,1.5244,1
9250,4333.92,-4203.56,1.5463,1
9260,4333.86,-4176.69,1.5866,1
9270,4331.95,-4149.23,1.6331,1
9280,4328.31,-4121.29,1.6763,1
9290,4324.18,-4093.12,1.6848,1
9300,4320.32,-4064.28,1.6788,1
9310,4317.16,-4035.06,1.6706,1
9320,4314.42,-4005.21,1.6743,1
9330,4311.86,-3975.03,1.6831,1
9340,4308.75,-3944.31,1.7031,1
9350,4304.69,-3913.15,1.7227,1
9360,4299.48,-3881.86,1.7404,1
9370,4293.14,-3851.23,1.76,1
9380,4285.37,-3821.32,1.796,1
9390,4276.74,-3791.68,1.8239,1
9400,4267.96,-3762.09,1.8392,1
9410,4259.5,-3732.1,1.8447,1
9420,4252.16,-3701.53,1.8254,1
9430,4245.39,-3670.24,1.8139,1
9440,4238.35,-3639.6,1.826,1
9450,4229.73,-3609.4,1.8647,1
9460,4219.16,-3579.87,1.9107,1
9470,4206.75,-3551.03,1.9545,1
9480,4193.4,-3522.01,1.9707,1
9490,4180.51,-3493.29,1.966,1
9500,4168.6,-3464.59,1.9534,1
9510,4157.29,-3436.12,1.9594,1
9520,4146.13,-3407.57,1.9701,1
9530,4134.48,-3379.23,1.9921,1
9540,4121.65,-3350.77,2.0171,1
9550,4107.68,-3322.55,2.0352,1
9560,4092.48,-3294.71,2.0552,1
9570,4076.07,-3268.04,2.0933,1
9580,4058.93,-3241.85,2.1202,1
9590,4041.75,-3215.7,2.1339,1
9600,4024.91,-3188.97,2.1346,1
9610,4008.8,-3161.15,2.1157,1
9620,3993.14,-3132.77,2.1052,1
9630,3977.2,-3105.44,2.1275,1
9640,3959.81,-3079.04,2.1671,1
9650,3940.71,-3053.84,2.2128,1
9660,3919.98,-3029.58,2.2541,1
9670,3898.72,-3005.4,2.2613,1
9680,3877.72,-2980.95,2.2553,1
9690,3857.4,-2956.43,2.255,1
9700,3837.72,-2931.91,2.2597,1
9710,3818.16,-2907.29,2.2697,1
9720,3798.15,-2882.99,2.2908,1
9730,3777.25,-2858.72,2.3032,1
9740,3755.32,-2835.01,2.3213,1
9750,3732.73,-2812.9,2.3517,1
9760,3709.16,-2792.12,2.3901,1
9770,3685.03,-2772.0,2.4165,1
9780,3660.87,-2751.93,2.43,1
9790,3637.16,-2730.88,2.418,1
9800,3613.9,-2708.54,2.3986,1
9810,3590.92,-2686.15,2.4004,1
9820,3567.43,-2664.9,2.4323,1
9830,3542.7,-2645.14,2.4756,1
9840,3516.69,-2627.08,2.5223,1
9850,3489.55,-2609.66,2.5426,1
9860,3462.76,-2592.63,2.545,1
9870,3436.46,-2575.56,2.5471,1
9880,3410.75,-2558.34,2.5539,1
9890,3385.26,-2540.82,2.5617,1
9900,3359.58,-2523.5,2.58,1
9910,3333.21,-2506.22,2.5871,1
9920,3305.7,-2489.7,2.6079,1
9930,3276.64,-2474.86,2.6543,1
9940,3246.56,-2461.48,2.6937,1
9950,3215.7,-2448.62,2.7181,1
9960,3184.7,-2434.82,2.7099,1
9970,3155.03,-2419.91,2.6865,1
9980,3125.84,-2404.91,2.6949,1
9990,3096.3,-2390.59,2.7205,1
10000,3065.96,-2378.07,2.7639,1
10010,3034.45,-2367.08,2.7951,1
10020,3002.04,-2357.17,2.8164,1
10030,2969.46,-2348.18,2.8434,1
10040,2936.96,-2338.87,2.8521,1
10050,2904.48,-2328.67,2.8519,1
10060,2871.82,-2317.25,2.8363,1
10070,2838.47,-2306.32,2.8505,1
10080,2804.02,-2297.4,2.8909,1
10090,2768.55,-2290.72,2.9333,1
10100,2732.44,-2284.82,2.9487,1
10110,2695.81,-2277.78,2.9346,1
10120,2659.17,-2268.67,2.9078,1
10130,2622.45,-2258.01,2.8884,1
10140,2585.23,-2247.35,2.89,1
10150,2547.18,-2238.15,2.9109,1
10160,2508.27,-2230.78,2.9361,1
10170,2468.73,-2224.34,2.949,1
10180,2428.86,-2217.27,2.942,1
10190,2388.93,-2208.37,2.9201,1
10200,2349.02,-2197.53,2.8971,1
10210,2308.91,-2185.72,2.8867,1
10220,2268.43,-2174.57,2.8954,1
10230,2227.08,-2165.18,2.9183,1
10240,2185.08,-2158.07,2.9511,1
10250,2143.03,-2152.13,2.9702,1
10260,2101.64,-2145.86,2.9703,1
10270,2061.15,-2137.94,2.9501,1
10280,2021.61,-2128.42,2.9286,1
10290,1982.83,-2118.41,2.9202,1
10300,1944.46,-2109.3,2.9298,1
10310,1906.06,-2101.96,2.9524,1
10320,1867.93,-2096.93,2.9873,1
10330,1829.95,-2093.33,3.0165,1
10340,1791.98,-2089.72,3.0263,1
10350,1753.94,-2084.67,3.0129,1
10360,1715.69,-2077.9,2.9916,1
10370,1677.43,-2070.67,2.9855,1
10380,1639.65,-2064.51,2.9984,1
10390,1602.26,-2060.29,3.0228,1
10400,1565.36,-2058.08,3.0549,1
10410,1528.39,-2056.95,3.0809,1
10420,1491.46,-2055.51,3.0876,1
10430,1454.12,-2052.71,3.0761,1
10440,1416.44,-2048.49,3.0578,1
10450,1378.56,-2044.08,3.0557,1
10460,1340.09,-2040.8,3.0711,1
10470,1301.08,-2039.35,3.0953,1
10480,1262.41,-2039.61,3.12,1
10490,1224.09,-2040.75,3.142,1
10500,1185.77,-2041.38,3.1457,1
10510,1147.2,-2040.76,3.1378,1
10520,1108.21,-2038.83,3.1208,1
10530,1068.78,-2036.87,3.1212,1
10540,1029.75,-2036.31,3.1386,1
10550,991.05,-2037.64,3.1632,1
10560,953.07,-2040.34,3.1824,1
10570,915.78,-2043.67,3.2024,1
10580,878.46,-2046.32,3.2048,1
10590,841.09,-2047.94,3.201,1
10600,803.17,-2048.49,3.1868,1
10610,764.81,-2049.4,3.191,1
10620,726.06,-2051.83,3.211,1
10630,687.54,-2056.11,3.2351,1
10640,649.8,-2061.36,3.2486,1
10650,612.44,-2066.92,3.2641,1
10660,574.98,-2071.64,3.2638,1
10670,537.17,-2075.42,3.2614,1
10680,498.81,-2078.46,3.2524,1
10690,460.27,-2082.1,3.2599,1
10700,421.5,-2087.45,3.2815,1
10710,382.93,-2094.61,3.3045,1
10720,345.13,-2102.46,3.3152,1
10730,307.99,-2110.2,3.3237,1
10740,270.68,-2117.01,3.3221,1
10750,233.21,-2122.9,3.3203,1
10760,195.18,-2128.45,3.3179,1
10770,156.83,-2134.82,3.3279,1
10780,118.38,-2143.02,3.3504,1
10790,80.47,-2152.82,3.3721,1
10800,43.35,-2163.1,3.3809,1
10810,6.8,-2172.98,3.3822,1
10820,-29.61,-2181.99,3.3815,1
10830,-66.24,-2190.14,3.3794,1
10840,-102.95,-2198.11,3.3857,1
10850,-140.05,-2206.37,3.3884,1
10860,-177.1,-2215.82,3.4038,1
10870,-214.18,-2226.91,3.4244,1
10880,-251.15,-2239.36,3.4414,1
10890,-287.65,-2252.19,3.448,1
10900,-323.69,-2264.39,3.4423,1
10910,-359.6,-2275.94,3.4424,1
10920,-395.73,-2286.7,3.4397,1
10930,-431.95,-2296.89,3.4398,1
10940,-467.89,-2307.01,3.4478,1
10950,-503.05,-2317.31,3.4545,1
10960,-537.64,-2328.28,3.4658,1
10970,-571.54,-2340.26,3.4819,1
10980,-604.4,-2353.04,3.4979,1
10990,-636.64,-2366.46,3.5097,1
11000,-668.42,-2380.05,3.5145,1
11010,-699.91,-2393.33,3.5117,1
11020,-731.32,-2405.86,3.5024,1
11030,-762.22,-2417.68,3.5014,1
11040,-792.97,-2428.8,3.4992,1
11050,-823.5,-2439.42,3.4994,1
11060,-853.67,-2449.86,3.5052,1
11070,-883.35,-2460.55,3.5183,1
11080,-912.49,-2471.58,3.5268,1
11090,-940.58,-2483.05,3.5397,1
11100,-967.92,-2495.22,3.5552,1
11110,-994.53,-2507.98,3.5694,1
11120,-1020.5,-2521.05,3.5789,1
11130,-1046.05,-2534.07,3.5815,1
11140,-1070.91,-2546.43,3.5766,1
11150,-1095.66,-2558.04,3.5655,1
11160,-1120.37,-2568.54,3.543,1
11170,-1145.08,-2577.88,3.518,1
11180,-1169.63,-2586.27,3.4965,1
11190,-1193.89,-2593.98,3.4809,1
11200,-1217.23,-2601.24,3.4726,1
11210,-1240.14,-2608.22,3.4578,1
11220,-1262.59,-2614.92,3.4381,1
11230,-1285.02,-2621.54,3.4199,1
11240,-1307.51,-2628.0,3.3995,1
11250,-1330.12,-2634.08,3.3738,1
11260,-1353.29,-2639.52,3.3416,1
11270,-1376.53,-2643.87,3.3021,1
11280,-1399.95,-2646.86,3.2569,1
11290,-1423.53,-2648.38,3.2088,1
11300,-1447.16,-2648.4,3.1612,1
11310,-1471.18,-2647.17,3.1189,1
11320,-1494.66,-2645.03,3.0823,1
11330,-1518.06,-2642.3,3.0531,1
11340,-1541.42,-2639.29,3.0305,1
11350,-1564.78,-2636.19,3.012,1
11360,-1588.16,-2633.06,2.9948,1
11370,-1611.26,-2629.73,2.9734,1
11380,-1634.27,-2625.89,2.9461,1
11390,-1657.12,-2621.26,2.9115,1
11400,-1679.73,-2615.48,2.8699,1
11410,-1701.98,-2608.36,2.8233,1
11420,-1724.09,-2599.68,2.7743,1
11430,-1745.39,-2589.77,2.727,1
11440,-1766.16,-2578.78,2.6847,1
11450,-1786.54,-2567.02,2.6496,1
11460,-1806.72,-2554.87,2.6236,1
11470,-1827.08,-2542.34,2.6027,1
11480,-1847.05,-2529.95,2.5847,1
11490,-1866.99,-2517.48,2.5663,1
11500,-1886.78,-2504.76,2.5441,1
11510,-1906.31,-2491.54,2.5154,1
11520,-1925.62,-2477.36,2.4801,1
11530,-1943.95,-2462.34,2.4372,1
11540,-1961.28,-2446.25,2.3897,1
11550,-1977.57,-2429.1,2.3413,1
11560,-1992.87,-2410.99,2.2959,1
11570,-2007.21,-2392.3,2.2562,1
11580,-2020.78,-2373.38,2.2231,1
11590,-2033.94,-2354.24,2.1969,1
11600,-2046.97,-2334.98,2.176,1
11610,-2059.95,-2315.67,2.1573,1
11620,-2073.05,-2295.97,2.1389,1
11630,-2085.96,-2275.98,2.1154,1
11640,-2098.28,-2255.65,2.0847,1
11650,-2109.72,-2234.77,2.0462,1
11660,-2119.97,-2213.29,2.0018,1
11670,-2128.88,-2191.22,1.9553,1
11680,-2136.23,-2169.13,1.9073,1
11690,-2142.33,-2146.68,1.8626,1
11700,-2147.44,-2124.01,1.824,1
11710,-2151.89,-2101.15,1.7925,1
11720,-2156.06,-2077.88,1.7685,1
11730,-2160.15,-2054.52,1.7499,1
11740,-2164.17,-2031.17,1.7326,1
11750,-2168.06,-2007.81,1.7133,1
11760,-2171.55,-1984.35,1.6886,1
11770,-2174.34,-1960.76,1.6573,1
11780,-2175.9,-1937.61,1.615,1
11790,-2176.03,-1914.43,1.5657,1
11800,-2174.53,-1891.29,1.5127,1
11810,-2171.49,-1868.27,1.4605,1
11820,-2167.13,-1845.07,1.4153,1
11830,-2161.85,-1821.69,1.379,1
11840,-2156.13,-1798.39,1.3514,1
11850,-2150.29,-1775.11,1.3301,1
11860,-2144.41,-1751.81,1.3111,1
11870,-2138.42,-1729.33,1.2841,1
11880,-2131.73,-1707.09,1.2472,1
11890,-2123.83,-1685.25,1.1984,1
11900,-2114.3,-1664.02,1.1398,1
11910,-2103.06,-1643.58,1.0782,1
11920,-2090.35,-1624.04,1.0193,1
11930,-2076.58,-1605.22,0.9708,1
11940,-2062.24,-1586.8,0.9343,1
11950,-2047.38,-1567.86,0.9149,1
11960,-2032.38,-1548.55,0.8998,1
11970,-2016.88,-1528.75,0.8808,1
11980,-2000.7,-1509.01,0.8526,1
11990,-1983.74,-1489.05,0.841,1
12000,-1965.96,-1469.35,0.8262,1
12010,-1947.02,-1449.85,0.8077,1
12020,-1926.84,-1431.13,0.7726,1
12030,-1905.68,-1413.02,0.7392,1
12040,-1883.72,-1394.89,0.7167,1
12050,-1861.56,-1376.55,0.7043,1
12060,-1839.5,-1357.16,0.7152,1
12070,-1817.88,-1336.82,0.7319,1
12080,-1796.15,-1315.72,0.74,1
12090,-1773.94,-1295.2,0.7184,1
12100,-1751.01,-1276.19,0.6782,1
12110,-1726.88,-1258.72,0.6322,1
12120,-1701.71,-1242.75,0.5885,1
12130,-1675.91,-1227.24,0.5722,1
12140,-1650.21,-1211.57,0.5756,1
12150,-1625.31,-1195.44,0.5891,1
12160,-1601.41,-1179.3,0.5892,1
12170,-1577.66,-1163.03,0.5786,1
12180,-1553.74,-1147.0,0.5597,1
12190,-1529.28,-1131.79,0.5284,1
12200,-1503.75,-1117.17,0.5052,1
12210,-1477.43,-1103.42,0.4861,1
12220,-1450.1,-1090.33,0.4688,1
12230,-1422.57,-1078.34,0.4412,1
12240,-1395.17,-1067.11,0.4172,1
12250,-1367.8,-1055.88,0.4039,1
12260,-1340.53,-1044.31,0.3963,1
12270,-1313.32,-1031.89,0.4058,1
12280,-1285.78,-1018.75,0.4148,1
12290,-1258.53,-1005.86,0.4127,1
12300,-1231.51,-994.5,0.3819,1
12310,-1203.86,-984.89,0.3366,1
12320,-1175.65,-977.02,0.2917,1
12330,-1147.07,-970.51,0.2539,1
12340,-1117.9,-964.09,0.2457,1
12350,-1088.57,-956.9,0.258,1
12360,-1059.06,-948.46,0.2765,1
12370,-1030.08,-939.59,0.2781,1
12380,-1001.46,-930.96,0.2628,1
12390,-972.6,-923.14,0.2356,1
12400,-943.38,-916.78,0.197,1
12410,-913.61,-911.75,0.1691,1
12420,-883.36,-907.71,0.1513,1
12430,-853.6,-904.41,0.1405,1
12440,-824.22,-901.64,0.1242,1
12450,-795.25,-899.07,0.1079,1
12460,-766.33,-896.25,0.0986,1
12470,-737.4,-893.15,0.0895,1
12480,-708.22,-889.66,0.0893,1
12490,0.0,0.0,0.0896,2
12500,30.11,3.27,0.0841,2
12510,60.04,3.94,0.0365,2
12520,89.53,2.89,-0.0067,2
12530,118.98,0.9,-0.0374,2
12540,148.41,-1.23,-0.0545,2
12550,178.49,-2.44,-0.0441,2
12560,208.84,-2.48,-0.0245,2
12570,238.79,-2.07,-0.0177,2
12580,267.86,-3.06,-0.0578,2
12590,296.78,-6.18,-0.1108,2
12600,325.38,-11.52,-0.1661,2
12610,354.37,-18.0,-0.1893,2
12620,383.71,-24.25,-0.184,2
12630,413.83,-29.53,-0.1682,2
12640,444.65,-33.98,-0.161,2
12650,476.37,-38.23,-0.1645,2
12660,508.5,-43.43,-0.1853,2
12670,540.9,-50.11,-0.2069,2
12680,573.46,-58.48,-0.2309,2
12690,606.34,-67.68,-0.2417,2
12700,639.89,-76.34,-0.2316,2
12710,674.32,-83.45,-0.2068,2
12720,709.55,-89.07,-0.1842,2
12730,745.31,-94.46,-0.1798,2
12740,781.32,-101.19,-0.1973,2
12750,817.4,-109.97,-0.2243,2
12760,853.62,-120.07,-0.2407,2
12770,890.45,-129.78,-0.2341,2
12780,928.13,-137.78,-0.2095,2
12790,966.85,-144.04,-0.1851,2
12800,1006.1,-149.9,-0.1791,2
12810,1045.56,-157.16,-0.1958,2
12820,1084.98,-166.64,-0.2229,2
12830,1124.49,-177.6,-0.24,2
12840,1164.51,-188.21,-0.2345,2
12850,1205.42,-196.99,-0.2104,2
12860,1247.13,-203.81,-0.1855,2
12870,1289.26,-210.08,-0.1785,2
12880,1331.15,-217.69,-0.1944,2
12890,1372.6,-227.57,-0.2214,2
12900,1413.67,-238.93,-0.2394,2
12910,1454.84,-249.92,-0.2349,2
12920,1496.47,-258.93,-0.2113,2
12930,1538.51,-265.86,-0.186,2
12940,1580.66,-272.08,-0.1779,2
12950,1622.58,-279.57,-0.193,2
12960,1664.03,-289.31,-0.2199,2
12970,1705.12,-300.61,-0.2387,2
12980,1746.28,-311.63,-0.2353,2
12990,1787.88,-320.75,-0.2122,2
13000,1829.9,-327.72,-0.1866,2
13010,1872.07,-333.92,-0.1775,2
13020,1914.02,-341.31,-0.1916,2
13030,1955.51,-350.94,-0.2184,2
