t_ms,pmw_dx_counts,pmw_dy_counts,gyro_z_dps,accel_x_g,accel_y_g,accel_z_g,ir_adc,gt_x_mm,gt_y_mm,gt_heading_deg,gt_speed_mm_s,recon_x_mm,recon_y_mm
4420,2902,181,290.9081,0.4617,0.7839,0.9864,3979,19916.58,21407.04,95.36,2456.2,7279.96,-4537.09
4430,2944,134,111.6177,0.4406,0.3023,0.9963,4142,19913.44,21435.12,96.47,2492.0,7282.67,-4512.3
4440,3027,96,47.9952,0.4348,0.6646,0.9985,3903,19910.32,21463.09,96.95,2562.1,7285.39,-4486.8
4450,3065,65,81.2988,0.4696,0.6858,0.9957,3965,19907.49,21491.06,97.76,2596.4,7288.15,-4461.0
4460,3108,0,59.3556,0.4571,0.7044,1.0077,3958,19903.9,21519.01,98.35,2630.3,7291.16,-4434.86
4470,3185,-45,72.6856,0.4368,0.7391,1.0204,4101,19898.63,21546.82,99.07,2696.8,7294.32,-4408.07
4480,3224,-71,77.2001,0.4263,0.7177,0.9988,4069,19893.75,21574.4,99.84,2729.5,7297.38,-4380.93
4490,3299,-77,46.0295,-0.2032,0.5016,1.0037,3922,19888.97,21601.91,100.3,2793.6,7300.22,-4353.13
4500,3283,29,229.1066,-0.0292,0.7846,1.0072,4052,19883.99,21629.41,102.59,2779.4,7301.62,-4325.37
4510,3282,95,260.2431,-0.0048,0.7771,1.0052,3783,19878.46,21656.62,105.19,2777.9,7301.3,-4297.58
4520,3282,150,254.4491,0.0261,0.8093,0.9835,4128,19869.59,21682.3,107.73,2778.2,7299.26,-4269.87
4530,3284,173,219.1028,0.4489,0.8082,1.0136,3847,19860.54,21707.27,109.92,2780.0,7295.86,-4242.26
4540,3323,119,45.3184,-0.1917,0.3037,1.0017,3814,19851.53,21731.61,110.37,2811.7,7292.12,-4214.36
4550,3253,111,73.3169,-0.0373,0.7923,1.011,4363,19842.79,21755.31,111.1,2753.7,7288.24,-4187.08
4560,3248,70,74.8465,-0.0032,0.8039,1.0111,4384,19834.49,21778.47,111.84,2751.6,7284.37,-4159.86
4570,3248,11,54.308,0.0024,0.8073,1.0173,4043,19825.96,21800.87,112.38,2750.7,7280.66,-4132.61
4580,3249,-33,56.1344,0.0125,0.7961,0.9992,3995,19816.03,21822.06,112.94,2750.9,7277.06,-4105.33
4590,3250,-58,76.4929,0.4423,0.7889,0.9934,4129,19806.62,21842.82,113.7,2752.4,7273.37,-4078.05
4600,3327,-99,17.8769,0.4322,-0.0037,1.0028,3707,19797.6,21863.1,113.88,2816.0,7269.65,-4050.12
4610,3363,-77,58.1663,-0.4649,0.6207,0.9986,4091,19788.86,21882.81,114.46,2847.3,7265.53,-4021.93
4620,3327,-11,163.618,-0.0346,0.796,1.0157,4131,19780.26,21901.93,116.09,2815.8,7260.45,-3994.22
4630,3325,36,180.8791,0.0111,0.7865,1.0044,3744,19771.73,21920.42,117.89,2814.5,7254.16,-3966.78
4640,3323,79,185.959,-0.0021,0.8049,0.9999,3828,19762.27,21937.81,119.75,2814.2,7246.66,-3939.66
4650,3326,120,182.8877,0.0221,0.7943,0.999,3860,19751.47,21954.44,121.58,2815.1,7237.95,-3912.88
4660,3327,149,171.0847,0.4407,0.7778,0.9991,4220,19740.24,21971.32,123.28,2817.0,7228.17,-3886.45
4670,3364,139,93.4932,-0.1607,0.1878,1.0061,3684,19728.71,21988.36,124.22,2848.3,7217.7,-3859.95
4680,3352,106,9.6904,-0.6332,0.296,1.013,3877,19717.27,22005.17,124.31,2836.9,7207.24,-3833.55
4690,3298,114,83.1505,-0.0314,0.8159,0.9803,4073,19706.16,22021.59,125.14,2792.8,7196.71,-3807.68
4700,3295,75,58.6371,-0.001,0.777,0.9999,3877,19695.18,22038.09,125.72,2791.0,7186.17,-3781.85
4710,3297,26,44.5809,0.0103,0.8022,0.9891,4140,19684.0,22054.94,126.17,2790.3,7175.76,-3755.95
4720,3295,-20,42.1423,-0.0283,0.7992,0.9886,3916,19671.1,22070.79,126.58,2790.7,7165.52,-3729.99
4730,3292,-52,51.8472,-0.6396,0.8113,1.0083,4296,19658.59,22086.56,127.1,2787.7,7155.33,-3704.04
4740,3240,-70,59.7939,-0.63,0.475,0.9924,4192,19646.6,22101.98,127.69,2742.8,7145.21,-3678.53
4750,3186,-105,-13.9739,-0.6387,0.0012,0.9917,4340,19634.98,22117.06,127.55,2697.2,7135.39,-3653.4
4760,3132,-63,77.702,-0.6431,0.6628,0.9914,4135,19623.37,22132.14,128.33,2650.9,7125.36,-3628.84
4770,3075,-11,153.4551,-0.6341,0.6868,0.9959,4312,19611.4,22147.53,129.86,2603.7,7114.69,-3605.08
4780,3018,36,178.0661,-0.6594,0.6577,1.018,3919,19599.01,22163.16,131.64,2555.6,7103.23,-3582.24
4790,2963,77,191.4793,-0.6443,0.6483,0.9992,3896,19585.31,22177.99,133.55,2506.6,7090.98,-3560.35
4800,2900,113,186.9039,-0.6303,0.6167,0.9978,4109,19570.76,22191.68,135.41,2456.7,7078.01,-3539.5
4810,2841,132,167.5306,-0.6242,0.5915,0.9989,3968,19556.47,22204.82,137.09,2405.7,7064.53,-3519.57
4820,2779,117,91.0449,-0.6306,0.0358,1.0009,3905,19542.14,22217.78,137.99,2353.5,7050.92,-3500.36
4830,2716,90,10.7698,-0.6437,0.3718,0.9957,3934,19527.45,22231.0,138.1,2300.3,7037.56,-3481.63
4840,2652,119,130.5452,-0.6449,0.7058,1.0031,4042,19512.64,22244.36,139.4,2245.7,7024.19,-3463.58
4850,2586,85,103.3133,-0.6357,0.6841,0.9992,4054,19498.16,22257.6,140.43,2189.8,7010.99,-3446.11
4860,2586,48,83.8816,-0.644,0.6841,1.0003,4316,19484.3,22270.55,141.27,2189.8,6997.73,-3428.68
4870,2518,13,77.9199,-0.6307,0.6415,0.9992,3909,19468.77,22281.29,142.04,2132.4,6984.82,-3411.72
4880,2450,-11,85.1896,-0.642,0.5955,1.001,4025,19452.97,22292.36,142.89,2073.5,6972.18,-3395.26
4890,2377,-6,149.5954,-0.6483,0.5792,1.0139,4189,19436.92,22303.86,144.39,2012.8,6959.65,-3379.51
4900,2304,-8,172.7552,0.4411,0.7904,1.0084,3704,19420.74,22315.63,146.11,1950.2,6947.12,-3364.55
4910,2358,-3,181.3413,0.4507,0.6396,1.0077,3963,19404.76,22327.29,147.92,1995.1,6933.8,-3349.67
4920,2410,17,204.0732,0.3787,0.6613,0.9953,3977,19388.83,22337.9,149.96,2039.0,6919.57,-3335.03
4930,2453,46,224.1604,-0.6529,0.6914,1.0049,3715,19371.6,22345.87,152.2,2076.8,6904.39,-3320.86
4940,2382,82,241.2167,-0.6401,0.6365,0.9825,4104,19353.97,22353.79,154.61,2016.2,6888.93,-3307.91
4950,2308,143,325.2987,0.4437,0.7987,0.9994,4173,19335.81,22361.67,157.86,1953.7,6873.11,-3296.43
4960,2359,144,253.3377,0.4335,0.702,0.989,3913,19317.25,22369.45,160.39,1998.5,6856.31,-3285.62
4970,2411,155,232.082,0.2134,0.7059,1.0001,4184,19298.7,22377.02,162.71,2042.4,6838.63,-3275.41
4980,2434,152,202.4689,-0.6523,0.7152,0.9997,3928,19279.64,22382.54,164.73,2061.7,6820.39,-3265.78
4990,2364,130,173.6449,-0.6394,0.667,0.9926,4007,19259.75,22386.28,166.46,2000.6,6802.44,-3256.91
5000,2289,101,146.4006,-0.6286,0.6206,1.0042,3653,19239.61,22390.19,167.92,1937.7,6784.91,-3248.64
5010,2210,91,192.4489,0.4411,0.7988,0.9854,4004,19219.66,22394.27,169.84,1872.6,6767.82,-3241.03
5020,2268,32,112.1428,0.4461,0.624,1.0074,3876,19200.27,22398.49,170.96,1919.3,6750.22,-3233.33
5030,2320,4,112.8239,0.4348,0.6222,0.9978,4050,19181.53,22402.81,172.09,1964.9,6732.17,-3225.6
5040,2374,-15,126.1623,0.2277,0.6594,1.0025,3980,19162.62,22404.01,173.34,2009.5,6713.59,-3217.91
5050,2400,-18,150.9138,-0.652,0.704,1.0081,3964,19143.38,22404.95,174.85,2032.2,6694.64,-3210.54
5060,2327,11,222.5448,-0.6407,0.7128,1.0123,3984,19123.66,22405.97,177.07,1970.2,6676.0,-3204.11
5070,2251,35,253.1161,0.4551,0.7929,0.9832,4092,19103.62,22406.96,-180.4,1906.3,6657.7,-3198.79
5080,2305,49,240.0031,0.458,0.6417,0.9886,4030,19083.73,22407.8,-178.0,1952.2,6638.71,-3194.29
5090,2357,80,249.3282,0.0115,0.6744,0.9969,3989,19064.42,22407.73,-175.51,1997.0,6619.06,-3190.77
5100,2358,110,249.7203,-0.6409,0.6712,0.997,3715,19045.66,22404.38,-173.02,1997.4,6599.24,-3188.37
5110,2285,135,244.54,-0.6595,0.6106,0.9901,3995,19026.75,22400.76,-170.57,1934.3,6579.93,-3187.09
5120,2207,172,300.9022,0.4379,0.823,0.994,3898,19007.51,22396.89,-167.57,1869.1,6561.24,-3186.99
5130,2262,146,201.6872,0.446,0.5893,0.994,3622,18988.29,22392.89,-165.55,1915.9,6542.09,-3187.64
5140,2315,132,169.0952,0.4414,0.6226,0.9942,3832,18969.51,22388.96,-163.87,1961.6,6522.52,-3188.85
5150,2371,108,139.3008,-0.052,0.6551,0.997,3835,18951.47,22383.97,-162.48,2006.2,6502.5,-3190.45
5160,2363,76,118.5736,-0.6405,0.6483,0.991,3995,18933.97,22376.84,-161.29,2000.0,6482.58,-3192.26
5170,2287,47,107.6831,-0.6384,0.5997,1.0055,4017,18916.0,22369.75,-160.22,1937.1,6463.31,-3194.17
5180,2210,43,179.7271,0.4399,0.7954,1.0074,4163,18897.59,22362.76,-158.43,1871.9,6444.72,-3196.34
5190,2266,-2,122.2358,0.4641,0.6144,1.0161,4241,18878.93,22355.94,-157.21,1918.7,6425.69,-3198.78
5200,2318,-15,141.3617,0.4335,0.643,1.0175,4049,18860.5,22349.39,-155.79,1964.3,6406.26,-3201.59
5210,2372,-16,164.1435,0.1841,0.6875,1.0086,3974,18843.42,22341.19,-154.16,2008.9,6386.45,-3204.98
5220,2396,2,192.0637,-0.6279,0.6872,0.9802,4212,18827.04,22331.55,-152.24,2028.7,6366.59,-3209.13
5230,2322,31,222.7931,0.4468,0.7846,0.9862,3791,18810.29,22321.58,-150.01,1966.7,6347.54,-3214.03
5240,2375,93,319.0514,0.4602,0.7586,1.0057,3807,18793.21,22311.21,-146.82,2011.2,6328.45,-3220.34
5250,2426,104,263.8064,0.1306,0.7065,0.9997,4179,18775.94,22300.42,-144.19,2054.8,6309.36,-3227.93
5260,2440,134,260.9965,-0.6342,0.7279,1.0073,3780,18758.88,22289.45,-141.58,2066.4,6290.64,-3236.66
5270,2367,151,245.7096,-0.653,0.6781,0.9971,4128,18744.08,22275.58,-139.13,2005.5,6272.94,-3246.09
5280,2295,153,224.3701,-0.6431,0.6176,0.999,4024,18729.39,22260.91,-136.89,1942.6,6256.21,-3255.98
5290,2217,165,261.0589,0.4492,0.8135,0.9669,3872,18714.46,22245.91,-134.28,1877.7,6240.5,-3266.27
5300,2270,119,167.3312,0.447,0.588,1.0073,3790,18699.2,22230.69,-132.61,1924.3,6224.66,-3277.17
5310,2328,81,139.0202,0.4368,0.6594,1.0093,3934,18683.51,22215.31,-131.22,1969.8,6208.56,-3288.55
5320,2379,45,126.0918,-0.1421,0.6563,1.0127,3944,18669.24,22198.16,-129.96,2014.3,6192.21,-3300.31
5330,2364,11,130.1741,-0.6663,0.6575,1.0124,4434,18655.8,22179.69,-128.67,2001.4,6176.06,-3312.13
5340,2289,24,224.4845,-0.6368,0.6417,0.9802,3917,18641.84,22161.05,-126.42,1938.4,6160.75,-3324.02
5350,2266,3,200.3128,0.4632,0.6129,0.9857,3623,18627.43,22142.11,-124.42,1920.1,6145.94,-3336.24
5360,2321,24,245.237,0.1652,0.6492,1.0017,4070,18612.71,22122.8,-121.97,1965.7,6131.36,-3349.42
5370,2340,63,285.8133,-0.6428,0.6669,0.9927,3845,18601.5,22101.43,-119.12,1981.9,6117.49,-3363.58
5380,2266,104,306.9937,-0.6461,0.6018,0.9886,3734,18591.42,22079.77,-116.05,1918.3,6105.02,-3378.16
5390,2190,168,382.2893,0.4596,0.808,0.9987,4080,18581.71,22058.06,-112.23,1852.6,6094.18,-3393.2
5400,2297,161,289.0322,0.4553,0.6063,1.002,4130,18572.34,22036.27,-109.35,1945.8,6083.8,-3409.65
5410,2352,165,252.7392,0.1114,0.6468,0.9902,3603,18563.81,22014.6,-106.82,1990.8,6074.05,-3427.03
5420,2362,147,207.5942,-0.6246,0.6424,0.9958,4014,18559.22,21992.13,-104.75,2001.3,6064.88,-3444.81
5430,2288,114,168.6466,-0.6347,0.6093,0.9998,3568,18554.53,21969.64,-103.07,1938.3,6056.38,-3462.22
5440,2213,101,214.0409,0.4364,0.8009,1.006,4066,18549.53,21946.83,-100.93,1873.3,6048.58,-3479.26
5450,2268,39,134.0792,0.4578,0.6003,1.0293,3735,18544.17,21923.95,-99.59,1920.0,6040.75,-3496.79
5460,2322,7,138.9836,0.45,0.6603,1.0093,3822,18539.76,21901.35,-98.2,1965.6,6032.9,-3514.82
5470,2427,-9,159.2583,-0.5715,0.7137,1.0071,3898,18538.41,21878.93,-96.61,2053.7,6025.06,-3533.82
5480,2360,-3,193.9493,0.4549,0.7884,0.9962,3915,18536.92,21856.47,-94.68,1998.0,6017.99,-3552.52
5490,2412,46,303.0747,0.4496,0.8133,0.9824,4149,18535.41,21833.53,-91.65,2041.5,6011.87,-3572.01
5500,2463,59,270.8212,0.4392,0.7,1.0066,3883,18534.05,21810.3,-88.94,2084.4,6006.78,-3592.24
5510,2510,99,291.4199,0.4506,0.7311,0.9924,3963,18534.51,21787.35,-86.03,2126.5,6002.93,-3613.14
5520,2560,138,292.7729,0.4481,0.7613,0.9999,3823,18538.13,21764.79,-83.11,2167.7,6000.42,-3634.67
5530,2606,166,282.2373,0.4355,0.7867,1.0113,3999,18542.12,21741.97,-80.29,2208.2,5999.22,-3656.71
5540,2700,125,113.2247,0.4646,0.0727,0.9918,3767,18546.41,21718.77,-79.16,2287.0,5998.58,-3679.57
5550,2746,89,16.0423,0.4377,0.0595,1.0048,3742,18550.79,21695.48,-79.0,2325.4,5997.99,-3702.82
5560,2792,53,-24.8642,0.45,0.0925,0.9954,4319,18555.21,21672.61,-79.25,2363.2,5997.1,-3726.45
5570,2834,8,-54.1182,0.4503,0.0924,1.0089,4073,18559.5,21650.07,-79.8,2400.4,5995.67,-3750.4
5580,2879,-41,-72.9351,-0.1568,0.0728,1.0021,4537,18563.52,21627.23,-80.53,2437.0,5993.55,-3774.69
5590,2802,-151,-265.9943,-0.0473,0.7946,1.004,3866,18567.25,21603.95,-83.19,2373.1,5990.07,-3798.16
5600,2800,-171,-242.0354,-0.0143,0.7863,0.9844,3807,18570.71,21580.6,-85.62,2370.8,5985.36,-3821.4
5610,2800,-163,-199.773,-0.0249,0.8132,0.9886,4018,18572.14,21557.52,-87.62,2370.2,5979.78,-3844.46
5620,2798,-133,-155.6645,-0.6345,0.8083,1.0067,4030,18571.58,21534.71,-89.18,2369.2,5973.69,-3867.36
5630,2735,-89,-121.4354,-0.6341,0.7633,1.006,3705,18571.18,21511.78,-90.39,2316.2,5967.51,-3889.68
5640,2672,-48,-117.1673,0.4533,0.7982,0.9982,4251,18571.08,21488.44,-91.57,2262.1,5961.34,-3911.44
5650,2718,2,-96.0651,0.4604,0.7318,1.0073,4053,18571.34,21464.86,-92.53,2300.9,5955.04,-3933.58
5660,2809,28,-112.7137,-0.5194,0.7948,1.0019,3915,18570.37,21441.7,-93.66,2376.6,5948.32,-3956.4
5670,2758,33,-142.6635,-0.6193,0.7497,1.009,4330,18567.46,21419.15,-95.09,2334.4,5941.32,-3978.69
5680,2693,13,-182.5886,-0.6454,0.7103,0.9934,3971,18564.58,21396.46,-96.92,2280.6,5933.76,-4000.21
5690,2627,-36,-252.8019,0.4487,0.8069,1.0052,4084,18561.54,21373.33,-99.45,2225.6,5925.3,-4020.79
5700,2674,-78,-269.7904,0.4503,0.761,1.0065,3958,18558.2,21349.95,-102.15,2265.0,5915.44,-4041.17
5710,2721,-123,-279.4991,0.3214,0.7867,1.0093,4198,18553.28,21327.15,-104.95,2303.8,5904.1,-4061.22
5720,2729,-152,-264.0296,-0.6538,0.7741,0.9987,4236,18545.6,21305.63,-107.59,2312.4,5891.55,-4080.63
5730,2667,-164,-237.6628,0.45,0.7876,0.9861,3826,18537.69,21284.25,-109.97,2258.2,5878.36,-4098.97
5740,2712,-164,-214.2357,0.4508,0.7507,1.001,4103,18529.52,21262.54,-112.12,2297.0,5864.21,-4117.06
5750,2759,-130,-152.099,0.4537,0.7584,1.0032,3746,18521.26,21240.52,-113.64,2335.3,5849.41,-4135.14
5760,2803,-87,-116.238,0.0626,0.7652,1.0087,4163,18512.31,21218.86,-114.81,2372.9,5834.2,-4153.37
5770,2810,-35,-93.4474,-0.6475,0.7773,0.9976,4298,18501.31,21198.63,-115.75,2379.1,5818.95,-4171.63
5780,2683,3,-91.397,0.4364,0.7884,1.0093,3996,18490.7,21178.42,-116.66,2272.5,5804.35,-4189.04
5790,2729,20,-136.3709,0.446,0.7378,0.991,3721,18480.16,21157.67,-118.03,2311.1,5789.29,-4206.57
5800,2775,29,-156.139,0.2103,0.7773,1.0053,3707,18469.63,21136.47,-119.59,2349.2,5773.59,-4224.06
5810,2795,8,-198.1926,-0.0493,0.7969,1.0047,4060,18458.47,21115.77,-121.58,2366.2,5757.13,-4241.08
5820,2789,-28,-232.3903,-0.6364,0.7965,1.0013,3569,18444.89,21097.2,-123.91,2362.1,5739.91,-4257.25
5830,2726,-75,-256.0305,-0.6427,0.7442,1.0175,3877,18431.24,21078.97,-126.47,2309.0,5722.19,-4272.04
5840,2662,-125,-285.9012,0.4615,0.7999,0.9923,4264,18417.14,21060.67,-129.33,2254.6,5703.99,-4285.34
5850,2753,-155,-263.3692,0.4491,0.7712,1.0,4004,18402.54,21042.3,-131.97,2331.9,5684.38,-4297.94
5860,2802,-170,-236.6185,-0.1197,0.7842,1.0081,3676,18387.32,21024.37,-134.34,2369.5,5663.81,-4309.77
5870,2788,-160,-197.2126,-0.6432,0.8066,1.008,3906,18369.43,21008.79,-136.31,2360.4,5642.92,-4320.79
5880,2725,-127,-155.7692,-0.6436,0.7634,0.9944,3986,18351.36,20992.98,-137.87,2307.3,5622.28,-4331.12
5890,2661,-86,-140.4607,0.4409,0.8204,1.0082,3527,18333.16,20976.76,-139.28,2252.9,5602.01,-4340.96
5900,2751,-32,-107.1544,0.398,0.7862,0.9973,4042,18314.86,20959.95,-140.36,2330.2,5581.03,-4351.07
5910,2794,9,-114.9414,-0.1144,0.8004,1.0049,4017,18295.71,20943.52,-141.51,2364.3,5559.67,-4361.25
5920,2783,28,-146.891,-0.6398,0.792,1.0086,4231,18274.55,20928.92,-142.98,2355.8,5538.24,-4371.07
5930,2657,4,-211.2638,0.4476,0.8015,0.9914,3671,18253.1,20913.9,-145.1,2248.1,5517.46,-4379.73
5940,2702,-32,-257.4044,0.449,0.7461,0.9951,4286,18231.16,20898.63,-147.68,2287.2,5495.91,-4387.4
5950,2748,-87,-300.2537,0.4529,0.7821,1.0047,3903,18208.68,20883.37,-150.68,2325.6,5473.51,-4393.72
5960,2802,-145,-321.5311,-0.6206,0.8147,1.014,3868,18183.76,20871.64,-153.9,2371.5,5450.27,-4398.46
5970,2739,-182,-309.4526,-0.6423,0.7606,0.9862,4030,18157.87,20860.8,-157.0,2320.5,5427.27,-4401.5
5980,2677,-186,-279.905,0.4354,0.7683,1.0017,4140,18131.51,20850.12,-159.8,2266.5,5404.66,-4403.24
5990,2768,-150,-200.9519,0.4647,0.7589,0.9876,4033,18104.75,20839.34,-161.81,2343.3,5381.24,-4404.29
6000,2812,-94,-146.9874,-0.2571,0.7929,0.9977,3704,18076.69,20831.24,-163.28,2380.8,5357.44,-4405.06
6010,2725,-30,-119.404,-0.6473,0.7233,0.9941,3900,18047.88,20823.96,-164.48,2307.0,5334.38,-4405.78
6020,2660,0,-158.2176,0.45,0.7893,1.0088,4076,18018.8,20816.02,-166.06,2252.6,5311.86,-4406.23
6030,2750,14,-198.0264,0.2858,0.7868,1.0089,4192,17989.31,20807.54,-168.05,2329.9,5288.56,-4406.12
6040,2781,-26,-273.5133,0.0247,0.7882,1.004,4307,17958.68,20802.87,-170.79,2354.0,5265.05,-4404.78
6050,2787,-93,-341.8467,0.4531,0.8077,1.0195,3990,17927.26,20799.61,-174.21,2358.8,5241.65,-4401.68
6060,2873,-126,-270.8435,0.4399,0.406,0.9951,3754,17895.38,20796.9,-176.92,2432.8,5217.81,-4396.85
6070,2918,-158,-225.8199,0.4342,0.4328,0.9914,4055,17863.0,20794.97,-179.18,2468.9,5193.91,-4390.59
6080,3001,-153,-161.9932,0.4452,0.4607,1.0006,4345,17830.11,20795.95,-180.8,2539.6,5169.55,-4383.32
6090,3081,-86,-47.8755,0.4449,0.0517,1.0018,3817,17796.82,20796.88,178.72,2608.4,5144.54,-4375.88
6100,3120,28,100.3954,0.4277,0.0395,1.0056,3925,17763.07,20797.32,179.72,2642.2,5118.96,-4369.28
6110,3200,91,81.4293,0.4414,0.1663,0.9825,3831,17728.88,20797.04,180.53,2708.4,5092.49,-4363.45
6120,3275,111,29.2776,0.4575,0.1596,1.0076,3903,17694.26,20796.63,180.82,2773.0,5065.3,-4357.95
6130,3311,69,-60.5249,0.4402,0.1755,1.0101,3956,17659.18,20796.44,180.21,2804.8,5037.9,-4352.01
6140,3387,-8,-107.7895,0.4344,0.0145,0.9943,4105,17623.65,20796.63,179.13,2867.2,5010.11,-4344.91
6150,3459,-95,-131.7673,0.4582,-0.0087,1.0099,4033,17587.7,20797.59,177.81,2928.4,4982.1,-4336.36
6160,3529,-137,-90.5005,0.455,-0.0117,0.9828,3946,17551.33,20799.31,176.9,2988.3,4953.8,-4326.74
6170,3598,-101,3.2384,0.4623,0.014,1.0145,4052,17514.53,20801.35,176.93,3047.0,4924.93,-4316.97
6180,3666,-9,98.3388,0.4534,-0.0077,0.998,3503,17477.28,20803.07,177.91,3104.5,4895.21,-4308.0
6190,3700,97,138.9124,0.4379,-0.0081,0.9915,3806,17439.56,20803.99,179.3,3132.9,4864.82,-4300.42
6200,3766,146,97.0663,0.4581,-0.0175,0.9955,3822,17401.37,20804.09,180.26,3189.0,4833.62,-4293.76
6210,3832,107,-5.4518,0.4679,0.0,1.0053,3851,17362.73,20803.87,180.21,3244.1,4801.89,-4286.92
6220,3896,-1,-107.6321,0.4382,-0.0013,1.0002,3850,17323.67,20804.05,179.13,3298.2,4769.92,-4278.78
6230,3958,-135,-198.1035,0.4424,0.4566,0.9907,3926,17284.17,20805.16,177.14,3351.5,4738.0,-4268.58
6240,4022,-190,-175.9021,0.4559,0.4627,1.0104,4022,17244.27,20807.33,175.38,3403.9,4706.06,-4256.72
6250,4083,-127,-59.8591,0.4465,0.4702,0.9992,3637,17204.06,20811.43,174.78,3455.6,4673.71,-4244.51
6260,4143,25,95.7035,0.4573,-0.009,0.9895,3962,17163.39,20814.97,175.73,3506.5,4640.42,-4233.45
6270,4201,146,142.1008,0.4616,0.0038,1.0018,4085,17122.19,20817.5,177.15,3556.6,4606.14,-4223.91
6280,4261,153,53.0154,0.4427,0.0068,1.0095,3906,17080.5,20819.31,177.68,3606.1,4571.2,-4214.87
6290,4318,45,-76.6393,0.4327,0.004,0.9907,4337,17038.38,20821.23,176.91,3654.9,4536.07,-4204.74
6300,4402,-96,-152.8232,0.4462,-0.0064,1.0012,4200,16995.93,20824.08,175.38,3726.9,4500.85,-4192.55
6310,4458,-173,-115.2342,0.4509,-0.0075,1.0014,3786,16953.51,20828.0,174.22,3774.1,4465.69,-4178.77
6320,4512,-123,8.5637,0.4542,-0.0281,0.9962,3702,16911.13,20832.34,174.3,3820.7,4430.07,-4164.91
6330,4567,22,126.1617,0.4481,-0.0021,1.0112,3908,16868.7,20836.15,175.56,3866.8,4393.45,-4152.51
6340,4622,135,107.0272,0.47,0.5065,0.9947,4214,16826.2,20838.87,176.63,3912.4,4355.85,-4141.63
6350,4674,133,-38.3536,0.4493,0.665,1.0003,3975,16783.63,20840.78,176.24,3957.4,4317.77,-4130.79
6360,4727,24,-172.1215,0.4523,0.6719,1.0031,4047,16741.22,20844.8,174.52,4001.9,4279.78,-4118.18
6370,4803,-110,-191.278,0.4642,-0.0003,1.0134,4105,16698.91,20849.71,172.6,4067.8,4242.02,-4103.08
6380,4854,-182,-119.1616,0.4554,0.0175,0.998,4015,16656.73,20855.69,171.41,4111.1,4204.51,-4086.25
6390,4906,-137,2.4002,0.4468,-0.0087,1.0142,4320,16614.61,20862.13,171.43,4153.9,4166.58,-4069.28
6400,4956,11,122.436,0.4651,0.0024,1.006,3813,16572.43,20868.09,172.65,4196.4,4127.59,-4053.77
6410,5006,156,151.6462,0.4566,-0.0065,1.0053,4048,16530.12,20872.96,174.16,4238.4,4087.41,-4040.24
6420,5031,183,67.9951,0.0003,-0.0063,0.9926,4015,16487.7,20876.96,174.84,4259.0,4046.72,-4027.57
6430,5031,74,-65.866,0.0011,0.0159,0.9932,3792,16445.29,20880.96,174.18,4259.0,4006.35,-4013.97
6440,5031,-90,-150.4109,0.0002,-0.0067,0.9942,3939,16403.03,20885.8,172.67,4259.0,3966.75,-3998.26
6450,5030,-202,-168.1341,0.0027,0.7284,1.0047,3905,16361.4,20891.66,170.99,4259.0,3927.99,-3980.58
6460,5030,-186,-101.4025,-0.0082,0.7264,0.9898,3954,16320.49,20898.0,169.97,4259.0,3889.58,-3962.15
6470,5029,-45,15.5861,0.0208,0.7429,1.003,4224,16280.44,20905.71,170.13,4259.0,3850.79,-3944.59
6480,5030,116,106.9035,-0.0034,-0.022,0.9916,3835,16240.84,20912.36,171.19,4259.0,3811.26,-3928.74
6490,5030,184,87.8484,-0.0003,0.0029,1.0077,4072,16201.69,20918.06,172.07,4259.0,3771.25,-3914.08
6500,5029,124,-24.071,0.0092,-0.0064,0.9987,3851,16163.12,20923.45,171.82,4259.0,3731.37,-3899.12
6510,5030,-14,-116.5287,-0.0001,-0.0104,1.0112,4175,16125.25,20929.25,170.65,4259.0,3692.14,-3882.54
6520,5031,-141,-135.1673,-0.0178,0.0031,1.0055,3853,16088.15,20935.82,169.3,4259.0,3653.73,-3864.11
6530,5032,-180,-74.4964,-0.0087,0.0033,0.9877,4566,16051.78,20942.99,168.55,4259.0,3615.78,-3844.71
6540,5031,-124,25.2797,-0.0106,-0.0021,0.9865,3873,16016.05,20950.2,168.8,4259.0,3577.68,-3825.63
6550,5031,-2,107.1313,-0.0007,0.0255,0.9905,4065,15980.84,20956.87,169.87,4259.0,3538.91,-3807.97
6560,5027,121,129.153,-0.0068,0.0085,0.9996,3956,15946.1,20962.66,171.16,4259.0,3499.42,-3792.1
6570,5030,170,60.1229,-0.597,0.144,0.9979,4250,15911.89,20967.69,171.76,4259.0,3459.5,-3777.22
6580,4962,118,-77.1239,-0.6319,0.7173,1.0043,3823,15878.23,20972.38,170.98,4201.8,3420.31,-3762.01
6590,4893,21,-155.5339,-0.6258,0.7059,1.0142,3840,15845.35,20978.07,169.42,4142.3,3382.32,-3745.47
6600,4855,-96,-193.8234,-0.6178,0.6853,0.9878,4224,15813.34,20984.94,167.48,4112.3,3345.59,-3727.02
6610,4785,-157,-125.2114,-0.638,-0.0019,1.0161,4118,15782.1,20992.32,166.23,4051.5,3310.14,-3707.4
6620,4714,-166,-45.6324,-0.6244,0.0049,0.9948,3845,15751.52,20999.98,165.77,3989.9,3275.52,-3687.49
6630,4677,-113,28.3018,-0.6408,0.0057,1.012,4063,15721.61,21007.52,166.05,3958.7,3240.99,-3668.08
